query,truth,response
Query: Select all options that are adjacent to and southeast of Zipcode 06791? You may choose one or more options. Options: a. Zipcode 06759 b. Zipcode 06013 c. Zipcode 06787 d. Zipcode 06010 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and northwest of Zipcode 18064? You may choose one or more options. Options: a. Zipcode 18109 b. Zipcode 08865 c. Zipcode 18013 d. Zipcode 18083 e. None of the above,e,"c,d,e"
Query: Select all options that are adjacent to and northeast of Zipcode 67483? You may choose one or more options. Options: a. Zipcode 67428 b. Zipcode 66861 c. Zipcode 67448 d. Zipcode 67438 e. None of the above,d,e
Query: Select all options that are adjacent to and south of The State of Massachusetts? You may choose one or more options. Options: a. Zipcode 02916 b. Zipcode 06877 c. Zipcode 03060 d. Zipcode 02743 e. None of the above,c,e
Query: Select all options that are north of Mahnomen County Minnesota? You may choose one or more options. Options: a. Zipcode 56541 b. Zipcode 56591 c. Clearwater County Minnesota d. Zipcode 56621 e. None of the above,b,"c,e"
Query: Select all options that are southeast of The State of Illinois? You may choose one or more options. Options: a. Zipcode 52237 b. Zipcode 52747 c. Zipcode 52242 d. Zipcode 52750 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and west of Zipcode 27853? You may choose one or more options. Options: a. Zipcode 27876 b. Zipcode 27831 c. Zipcode 23847 d. Zipcode 27862 e. None of the above,d,e
Query: Select all options that are adjacent to and southeast of Zipcode 60436? You may choose one or more options. Options: a. Zipcode 60447 b. Zipcode 60435 c. Zipcode 60431 d. Zipcode 60433 e. None of the above,c,"a,b"
Query: Select all options that are adjacent to and northwest of Zipcode 92210? You may choose one or more options. Options: a. Zipcode 92211 b. Zipcode 92274 c. Zipcode 92203 d. Zipcode 92260 e. None of the above,e,e
Query: Select all options that are west of Fisher County Texas? You may choose one or more options. Options: a. Zipcode 79553 b. Zipcode 79546 c. Zipcode 79536 d. Zipcode 79525 e. None of the above,"a,d",e
Query: Select all options that are adjacent to and southwest of Zipcode 57432? You may choose one or more options. Options: a. Zipcode 57454 b. Zipcode 57445 c. Zipcode 57449 d. Zipcode 57446 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 59701? You may choose one or more options. Options: a. Zipcode 59727 b. Zipcode 59632 c. Zipcode 59711 d. Zipcode 59631 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Zipcode 25164? You may choose one or more options. Options: a. Zipcode 25111 b. Zipcode 25045 c. Zipcode 25019 d. Zipcode 25043 e. None of the above,"a,d",e
Query: Select all options that are adjacent to and west of Zipcode 90255? You may choose one or more options. Options: a. Zipcode 90280 b. Zipcode 90058 c. Zipcode 90023 d. Zipcode 90002 e. None of the above,e,e
Query: Select all options that are north of Zipcode 55710? You may choose one or more options. Options: a. Zipcode 55703 b. Zipcode 55768 c. Zipcode 55713 d. Zipcode 55723 e. None of the above,e,"c,d,e"
Query: Select all options that are southwest of Zipcode 24816? You may choose one or more options. Options: a. Zipcode 24828 b. Zipcode 24881 c. Zipcode 24843 d. Zipcode 24801 e. None of the above,a,e
Query: Select all options that are adjacent to and south of Zipcode 64440? You may choose one or more options. Options: a. Zipcode 64484 b. Zipcode 66002 c. Zipcode 64439 d. Zipcode 64448 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and northwest of Zipcode 97148? You may choose one or more options. Options: a. Zipcode 97123 b. Zipcode 97115 c. Zipcode 97119 d. Zipcode 97113 e. None of the above,e,e
Query: Select all options that are south of Horry County South Carolina? You may choose one or more options. Options: a. Zipcode 28340 b. Zipcode 28468 c. Zipcode 28430 d. Zipcode 29582 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and west of Zipcode 11005? You may choose one or more options. Options: a. Zipcode 11426 b. Zipcode 11030 c. Zipcode 11020 d. Zipcode 11004 e. None of the above,e,"d,e"
Query: Select all options that are adjacent to and north of Zipcode 17985? You may choose one or more options. Options: a. Zipcode 18248 b. Zipcode 17967 c. Zipcode 18241 d. Zipcode 18202 e. None of the above,b,e
Query: Select all options that are adjacent to and northeast of Zipcode 30733? You may choose one or more options. Options: a. Zipcode 30165 b. Zipcode 30103 c. Zipcode 30161 d. Zipcode 30701 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and southwest of Zipcode 26440? You may choose one or more options. Options: a. Zipcode 26405 b. Zipcode 26416 c. Zipcode 26444 d. Zipcode 26554 e. None of the above,e,e
Query: Select all options that are southwest of Gloucester County New Jersey? You may choose one or more options. Options: a. Zipcode 19086 b. Zipcode 08108 c. Zipcode 08344 d. Zipcode 19153 e. None of the above,e,e
Query: Select all options that are northwest of Grady County Georgia? You may choose one or more options. Options: a. Zipcode 32309 b. Mitchell County Georgia c. Zipcode 32344 d. Gadsden County Florida e. None of the above,"a,c",e
Query: Select all options that are north of Broward County Florida? You may choose one or more options. Options: a. Zipcode 33162 b. Zipcode 33301 c. Zipcode 33178 d. Zipcode 33313 e. None of the above,c,e
Query: Select all options that are southwest of Trimble County Kentucky? You may choose one or more options. Options: a. Zipcode 40006 b. Carroll County Kentucky c. Zipcode 47043 d. Switzerl e. None of the above,"c,d","b,e"
Query: Select all options that are adjacent to and west of Barron County Wisconsin? You may choose one or more options. Options: a. Rusk County Wisconsin b. Zipcode 54853 c. Zipcode 54895 d. Zipcode 54822 e. None of the above,"a,c","a,e"
Query: Select all options that are adjacent to and southeast of Zipcode 66868? You may choose one or more options. Options: a. Zipcode 66833 b. Zipcode 66413 c. Zipcode 66523 d. Zipcode 66830 e. None of the above,"a,d",e
Query: Select all options that are northwest of Zipcode 91311? You may choose one or more options. Options: a. Zipcode 93063 b. Zipcode 91307 c. Zipcode 91325 d. Zipcode 93064 e. None of the above,c,e
Query: Select all options that are adjacent to and north of Zipcode 15025? You may choose one or more options. Options: a. Zipcode 15037 b. Zipcode 15038 c. Zipcode 15088 d. Zipcode 15133 e. None of the above,b,"a,b"
Query: Select all options that are northwest of Zipcode 54729? You may choose one or more options. Options: a. Zipcode 54724 b. Zipcode 54742 c. Zipcode 54739 d. Zipcode 54748 e. None of the above,e,e
Query: Select all options that are west of Sullivan County Tennessee? You may choose one or more options. Options: a. Washington County Virginia b. Zipcode 37694 c. Zipcode 24221 d. The State of Tennessee e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 35769? You may choose one or more options. Options: a. Zipcode 35764 b. Zipcode 35765 c. Zipcode 35776 d. Zipcode 35774 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Fairfield County South Carolina? You may choose one or more options. Options: a. Zipcode 29203 b. Zipcode 29175 c. Zipcode 29180 d. Zipcode 29212 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 95482? You may choose one or more options. Options: a. Zipcode 95432 b. Zipcode 95415 c. Zipcode 95494 d. Zipcode 95453 e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 92259? You may choose one or more options. Options: a. Zipcode 92273 b. Zipcode 92251 c. Zipcode 92231 d. Zipcode 92227 e. None of the above,d,e
Query: Select all options that intersect with The State of Wyoming? You may choose one or more options. Options: a. Zipcode 82190 b. Zipcode 82731 c. Zipcode 84046 d. Zipcode 82801 e. None of the above,"a,b,c,d","a,b,d"
Query: Select all options that are adjacent to and southwest of Zipcode 76104? You may choose one or more options. Options: a. Zipcode 76110 b. Zipcode 76103 c. Zipcode 76105 d. Zipcode 76107 e. None of the above,b,"b,e"
Query: Select all options that are adjacent to and northwest of Zipcode 12444? You may choose one or more options. Options: a. Zipcode 12452 b. Zipcode 12468 c. Zipcode 12439 d. Zipcode 12496 e. None of the above,e,"c,e"
Query: Select all options that are east of Wood County West Virginia? You may choose one or more options. Options: a. Zipcode 45770 b. Zipcode 45750 c. Zipcode 45772 d. Mason County West Virginia e. None of the above,e,e
Query: Select all options that intersect with Magoffin County Kentucky? You may choose one or more options. Options: a. Johnson County Kentucky b. Zipcode 41421 c. Zipcode 41635 d. Zipcode 41262 e. None of the above,e,"b,c,d"
Query: Select all options that are adjacent to and northwest of Zipcode 87038? You may choose one or more options. Options: a. Zipcode 87040 b. Zipcode 87034 c. Zipcode 87026 d. Zipcode 87014 e. None of the above,c,e
Query: Select all options that are east of Zipcode 16874? You may choose one or more options. Options: a. Zipcode 16866 b. Zipcode 16845 c. Zipcode 16823 d. Zipcode 16829 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Zipcode 14821? You may choose one or more options. Options: a. Zipcode 14812 b. Zipcode 14827 c. Zipcode 14830 d. Zipcode 14870 e. None of the above,e,"b,c"
Query: Select all options that are adjacent to and northwest of Washington County Pennsylvania? You may choose one or more options. Options: a. Zipcode 15145 b. Zipcode 15218 c. Zipcode 15642 d. Zipcode 15330 e. None of the above,e,e
Query: Select all options that are inside of Sangamon County Illinois? You may choose one or more options. Options: a. Zipcode 62563 b. Zipcode 62550 c. Zipcode 62701 d. Zipcode 62551 e. None of the above,c,"a,b,c,d"
Query: Select all options that are adjacent to and east of The State of New York? You may choose one or more options. Options: a. Zipcode 18403 b. Zipcode 01223 c. Zipcode 14825 d. Zipcode 13323 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 06457? You may choose one or more options. Options: a. Zipcode 06037 b. Zipcode 06481 c. Zipcode 06492 d. Zipcode 06450 e. None of the above,"b,d",e
Query: Select all options that are northeast of Gregg County Texas? You may choose one or more options. Options: a. Zipcode 75791 b. Zipcode 75684 c. Zipcode 75750 d. Zipcode 75707 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and northeast of Zipcode 25537? You may choose one or more options. Options: a. Zipcode 45623 b. Zipcode 45678 c. Zipcode 25702 d. Zipcode 25545 e. None of the above,c,"c,e"
Query: Select all options that are adjacent to and southeast of The State of Idaho? You may choose one or more options. Options: a. Zipcode 59935 b. Zipcode 83347 c. Zipcode 83422 d. Zipcode 83203 e. None of the above,e,e
Query: Select all options that are east of Webster County Missouri? You may choose one or more options. Options: a. Zipcode 65717 b. Zipcode 65722 c. Zipcode 65713 d. Zipcode 65807 e. None of the above,d,e
Query: Select all options that are adjacent to and north of Zipcode 94901? You may choose one or more options. Options: a. Zipcode 94939 b. Zipcode 94904 c. Zipcode 94957 d. Zipcode 94903 e. None of the above,e,"b,d,e"
Query: Select all options that are adjacent to and northwest of Ward County North Dakota? You may choose one or more options. Options: a. McLean County North Dakota b. Zipcode 58702 c. Zipcode 58779 d. Zipcode 58705 e. None of the above,e,"a,e"
Query: Select all options that are northeast of Tuscaloosa County Alabama? You may choose one or more options. Options: a. Zipcode 35555 b. Zipcode 35473 c. Lamar County Alabama d. Zipcode 35480 e. None of the above,e,"a,b,d,e"
Query: Select all options that are adjacent to and southeast of Zipcode 99515? You may choose one or more options. Options: a. Zipcode 99518 b. Zipcode 99516 c. Zipcode 99502 d. Zipcode 99507 e. None of the above,c,"a,b"
Query: Select all options that are adjacent to and north of Zipcode 56634? You may choose one or more options. Options: a. Zipcode 56671 b. Zipcode 56652 c. Zipcode 56676 d. Zipcode 56644 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Bradford County Pennsylvania? You may choose one or more options. Options: a. Zipcode 18843 b. Zipcode 16929 c. Zipcode 14858 d. Zipcode 18625 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 67745? You may choose one or more options. Options: a. Zipcode 67730 b. Zipcode 67733 c. Zipcode 67731 d. Zipcode 69021 e. None of the above,d,e
Query: Select all options that are adjacent to and northeast of Clay County West Virginia? You may choose one or more options. Options: a. Zipcode 26656 b. Zipcode 25110 c. Zipcode 25285 d. Webster County West Virginia e. None of the above,"a,b","d,e"
Query: Select all options that are southeast of Zipcode 24651? You may choose one or more options. Options: a. Zipcode 24601 b. Zipcode 24602 c. Zipcode 24622 d. Zipcode 24368 e. None of the above,"a,b,c",e
Query: Select all options that are northeast of Zipcode 99519? You may choose one or more options. Options: a. Zipcode 99781 b. Zipcode 99510 c. Zipcode 99734 d. Zipcode 99701 e. None of the above,d,e
Query: Select all options that are adjacent to and north of Zipcode 97324? You may choose one or more options. Options: a. Zipcode 97343 b. Zipcode 97370 c. Zipcode 97412 d. Zipcode 97326 e. None of the above,c,e
Query: Select all options that are northwest of Zipcode 55912? You may choose one or more options. Options: a. Zipcode 56026 b. Zipcode 55982 c. Zipcode 56007 d. Zipcode 55909 e. None of the above,d,e
Query: Select all options that are adjacent to and southeast of Zipcode 62361? You may choose one or more options. Options: a. Zipcode 62363 b. Zipcode 62352 c. Zipcode 62053 d. Zipcode 62694 e. None of the above,a,"a,e"
Query: Select all options that are adjacent to and northwest of Zipcode 68381? You may choose one or more options. Options: a. Zipcode 68309 b. Zipcode 68466 c. Zipcode 66403 d. Zipcode 66406 e. None of the above,e,e
Query: Select all options that are northwest of Huron County Ohio? You may choose one or more options. Options: a. Zipcode 44889 b. Zipcode 44865 c. Zipcode 44847 d. Zipcode 44805 e. None of the above,d,e
Query: Select all options that are adjacent to and northeast of Zipcode 50421? You may choose one or more options. Options: a. Zipcode 50470 b. Zipcode 50420 c. Zipcode 50452 d. Zipcode 50525 e. None of the above,d,"c,e"
Query: Select all options that are west of Addison County Vermont? You may choose one or more options. Options: a. Zipcode 05762 b. Zipcode 05068 c. Zipcode 05036 d. Zipcode 05641 e. None of the above,"b,c,d",e
Query: Select all options that are southeast of Nye County Nevada? You may choose one or more options. Options: a. Inyo County California b. Zipcode 89129 c. Zipcode 89179 d. Zipcode 89406 e. None of the above,d,e
Query: Select all options that are adjacent to and southwest of Zipcode 49287? You may choose one or more options. Options: a. Zipcode 48158 b. Zipcode 49230 c. Zipcode 49286 d. Zipcode 49221 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and west of Zipcode 32218? You may choose one or more options. Options: a. Zipcode 32225 b. Zipcode 32226 c. Zipcode 32219 d. Zipcode 32277 e. None of the above,b,"c,e"
Query: Select all options that are adjacent to and east of Zipcode 06470? You may choose one or more options. Options: a. Zipcode 06804 b. Zipcode 06896 c. Zipcode 06612 d. Zipcode 06801 e. None of the above,d,e
Query: Select all options that are southeast of Zipcode 48041? You may choose one or more options. Options: a. Zipcode 48062 b. Zipcode 48022 c. Zipcode 48027 d. Zipcode 48014 e. None of the above,d,e
Query: Select all options that are northeast of Butler County Ohio? You may choose one or more options. Options: a. Zipcode 47006 b. Zipcode 45036 c. Zipcode 47022 d. Zipcode 45215 e. None of the above,c,e
Query: Select all options that are adjacent to and northeast of Zipcode 41660? You may choose one or more options. Options: a. Zipcode 41560 b. Zipcode 41604 c. Zipcode 41647 d. Zipcode 41572 e. None of the above,b,"b,c"
Query: Select all options that are northwest of Montgomery County Pennsylvania? You may choose one or more options. Options: a. Zipcode 19522 b. Zipcode 08102 c. Zipcode 18974 d. Zipcode 19096 e. None of the above,b,e
Query: Select all options that are adjacent to and southwest of Columbus County North Carolina? You may choose one or more options. Options: a. Zipcode 28422 b. Zipcode 28448 c. Zipcode 28434 d. Zipcode 28421 e. None of the above,"b,c",e
Query: Select all options that are adjacent to and northeast of Zipcode 52542? You may choose one or more options. Options: a. Zipcode 52570 b. Zipcode 63555 c. Zipcode 63453 d. Zipcode 63432 e. None of the above,b,e
Query: Select all options that are inside of Roosevelt County Montana? You may choose one or more options. Options: a. Zipcode 59270 b. McKenzie County North Dakota c. The State of Montana d. Zipcode 58853 e. None of the above,c,"a,c"
Query: Select all options that are southwest of Zipcode 27205? You may choose one or more options. Options: a. Zipcode 27371 b. Zipcode 27350 c. Zipcode 27316 d. Zipcode 27203 e. None of the above,e,e
Query: Select all options that are east of The State of Iowa? You may choose one or more options. Options: a. Zipcode 68527 b. Zipcode 68106 c. Zipcode 68621 d. Zipcode 68017 e. None of the above,"a,b,c,d",e
Query: Select all options that are southeast of New York County New York? You may choose one or more options. Options: a. Zipcode 11576 b. Zipcode 07657 c. Zipcode 10470 d. Zipcode 11378 e. None of the above,b,"c,e"
Query: Select all options that are adjacent to and east of Livingston County Missouri? You may choose one or more options. Options: a. Caldwell County Missouri b. Zipcode 64654 c. Zipcode 64664 d. Daviess County Missouri e. None of the above,"a,b,d","a,e"
Query: Select all options that are adjacent to and northwest of Zipcode 29741? You may choose one or more options. Options: a. Zipcode 28170 b. Zipcode 29718 c. Zipcode 29584 d. Zipcode 28103 e. None of the above,c,e
Query: Select all options that are inside of Botetourt County Virginia? You may choose one or more options. Options: a. Zipcode 24130 b. Zipcode 24083 c. Zipcode 24090 d. Zipcode 24077 e. None of the above,"a,b,c,d","a,b,c,d"
Query: Select all options that are adjacent to and south of Zipcode 30506? You may choose one or more options. Options: a. Zipcode 30566 b. Zipcode 30564 c. Zipcode 30504 d. Zipcode 30549 e. None of the above,b,"c,e"
Query: Select all options that are adjacent to and northeast of Redwood County Minnesota? You may choose one or more options. Options: a. The State of Minnesota b. Zipcode 56087 c. Zipcode 56284 d. Zipcode 56175 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 99353? You may choose one or more options. Options: a. Zipcode 99352 b. Zipcode 99320 c. Zipcode 98944 d. Zipcode 99350 e. None of the above,e,"a,e"
Query: Select all options that are southwest of Zipcode 01453? You may choose one or more options. Options: a. Zipcode 01462 b. Zipcode 01473 c. Zipcode 01541 d. Zipcode 01523 e. None of the above,e,e
Query: Select all options that are southwest of Zipcode 64656? You may choose one or more options. Options: a. Zipcode 64624 b. Zipcode 64638 c. Zipcode 64625 d. Zipcode 64664 e. None of the above,e,e
Query: Select all options that are inside of Prince William County Virginia? You may choose one or more options. Options: a. Zipcode 20677 b. Zipcode 20818 c. Loudoun County Virginia d. Zipcode 22185 e. None of the above,e,"a,b,d"
Query: Select all options that are adjacent to and southwest of Zipcode 95113? You may choose one or more options. Options: a. Zipcode 95126 b. Zipcode 95125 c. Zipcode 95128 d. Zipcode 95122 e. None of the above,e,"a,b,c,e"
Query: Select all options that are adjacent to and northwest of Fulton County Illinois? You may choose one or more options. Options: a. Zipcode 61455 b. Zipcode 61432 c. Zipcode 62655 d. Zipcode 61441 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 05905? You may choose one or more options. Options: a. Zipcode 05906 b. Zipcode 05819 c. Zipcode 03582 d. Zipcode 03590 e. None of the above,a,"a,b"
Query: Select all options that are northeast of Zipcode 38834? You may choose one or more options. Options: a. Zipcode 38833 b. Zipcode 38663 c. Zipcode 38846 d. Zipcode 38865 e. None of the above,b,"c,e"
Query: Select all options that are north of Crane County Texas? You may choose one or more options. Options: a. The State of Texas b. Winkler County Texas c. Zipcode 79706 d. Zipcode 79735 e. None of the above,d,"b,e"
Query: Select all options that are adjacent to and southeast of Marshall County Minnesota? You may choose one or more options. Options: a. The State of North Dakota b. Pembina County North Dakota c. Kittson County Minnesota d. Zipcode 56733 e. None of the above,"c,d","b,c,e"
Query: Select all options that are adjacent to and northwest of Presidio County Texas? You may choose one or more options. Options: a. Jeff Davis County Texas b. Hudspeth County Texas c. Zipcode 79852 d. Zipcode 79834 e. None of the above,c,"a,e"
Query: Select all options that are adjacent to and northeast of Geneva County Alabama? You may choose one or more options. Options: a. Zipcode 32445 b. Zipcode 32464 c. Zipcode 36343 d. Walton County Florida e. None of the above,"b,d","d,e"
Query: Select all options that intersect with Lincoln County Wisconsin? You may choose one or more options. Options: a. The State of Minnesota b. The State of Wisconsin c. Langlade County Wisconsin d. Zipcode 54442 e. None of the above,e,"b,c"
Query: Select all options that are northeast of Zipcode 74116? You may choose one or more options. Options: a. Zipcode 74115 b. Zipcode 74014 c. Zipcode 74108 d. Zipcode 74015 e. None of the above,e,e
Query: Select all options that are north of Craig County Virginia? You may choose one or more options. Options: a. Montgomery County Virginia b. Zipcode 24970 c. Zipcode 24016 d. Zipcode 24060 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 78250? You may choose one or more options. Options: a. Zipcode 78240 b. Zipcode 78023 c. Zipcode 78251 d. Zipcode 78228 e. None of the above,a,e
Query: Select all options that are northeast of The State of New York? You may choose one or more options. Options: a. Zipcode 17728 b. Zipcode 17727 c. Zipcode 16922 d. Zipcode 16055 e. None of the above,"a,b,c,d",e
Query: Select all options that are southwest of The State of New Jersey? You may choose one or more options. Options: a. Zipcode 18101 b. Zipcode 18424 c. Zipcode 08234 d. Zipcode 07650 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Zipcode 17603? You may choose one or more options. Options: a. Zipcode 17512 b. Zipcode 17584 c. Zipcode 17552 d. Zipcode 17551 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Jefferson County Montana? You may choose one or more options. Options: a. Zipcode 59602 b. Zipcode 59756 c. Broadwater County Montana d. Zipcode 59741 e. None of the above,c,"c,e"
Query: Select all options that are east of Zipcode 63967? You may choose one or more options. Options: a. Zipcode 63962 b. Zipcode 63952 c. Zipcode 63937 d. Zipcode 63944 e. None of the above,e,e
Query: Select all options that are adjacent to and south of The State of South Carolina? You may choose one or more options. Options: a. Zipcode 29929 b. Zipcode 28202 c. Zipcode 28134 d. Zipcode 28441 e. None of the above,c,e
Query: Select all options that are inside of The State of South Dakota? You may choose one or more options. Options: a. Zipcode 57568 b. Zipcode 57261 c. Zipcode 57107 d. Zipcode 57248 e. None of the above,"a,b,c,d",e
Query: Select all options that are east of Zipcode 06371? You may choose one or more options. Options: a. Zipcode 06376 b. Zipcode 06423 c. Zipcode 06426 d. Zipcode 06417 e. None of the above,e,e
Query: Select all options that are adjacent to and east of Zipcode 80403? You may choose one or more options. Options: a. Zipcode 80025 b. Zipcode 80004 c. Zipcode 80466 d. Zipcode 80471 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 50574? You may choose one or more options. Options: a. Zipcode 50541 b. Zipcode 50554 c. Zipcode 50546 d. Zipcode 50581 e. None of the above,d,"a,e"
Query: Select all options that are southeast of Zipcode 29369? You may choose one or more options. Options: a. Zipcode 29376 b. Zipcode 29306 c. Zipcode 29334 d. Zipcode 29388 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and east of Zipcode 55080? You may choose one or more options. Options: a. Zipcode 55017 b. Zipcode 55371 c. Zipcode 55008 d. Zipcode 55029 e. None of the above,a,e
Query: Select all options that are northwest of Zipcode 52726? You may choose one or more options. Options: a. Zipcode 52773 b. Zipcode 52728 c. Zipcode 52769 d. Zipcode 52804 e. None of the above,e,e
Query: Select all options that are adjacent to and northeast of Summit County Ohio? You may choose one or more options. Options: a. Zipcode 44021 b. Zipcode 44667 c. Zipcode 44286 d. Zipcode 44146 e. None of the above,e,e
Query: Select all options that are inside of Bradford County Pennsylvania? You may choose one or more options. Options: a. Zipcode 18826 b. Zipcode 13795 c. Zipcode 18822 d. Zipcode 16901 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and east of Zipcode 56670? You may choose one or more options. Options: a. Zipcode 56647 b. Zipcode 56671 c. Zipcode 56683 d. Zipcode 56630 e. None of the above,b,"b,e"
Query: Select all options that are southeast of Zipcode 06247? You may choose one or more options. Options: a. Zipcode 06280 b. Zipcode 06331 c. Zipcode 06264 d. Zipcode 06242 e. None of the above,e,e
Query: Select all options that are adjacent to and east of The State of Georgia? You may choose one or more options. Options: a. Zipcode 36027 b. Zipcode 36863 c. Zipcode 30833 d. Zipcode 36874 e. None of the above,"a,b,d",e
Query: Select all options that are adjacent to and south of Zipcode 68517? You may choose one or more options. Options: a. Zipcode 68521 b. Zipcode 68336 c. Zipcode 68017 d. Zipcode 68366 e. None of the above,c,e
Query: Select all options that are adjacent to and southwest of Zipcode 17212? You may choose one or more options. Options: a. Zipcode 15536 b. Zipcode 15533 c. Zipcode 17236 d. Zipcode 17233 e. None of the above,d,e
Query: Select all options that are adjacent to and northeast of Zipcode 94558? You may choose one or more options. Options: a. Zipcode 94559 b. Zipcode 94534 c. Zipcode 94573 d. Zipcode 94585 e. None of the above,e,"a,c"
Query: Select all options that are adjacent to and northeast of Ada County Idaho? You may choose one or more options. Options: a. The State of Idaho b. Zipcode 83650 c. Zipcode 83716 d. Zipcode 83624 e. None of the above,b,e
Query: Select all options that are southwest of The State of Wisconsin? You may choose one or more options. Options: a. Zipcode 49970 b. Zipcode 49863 c. Zipcode 49885 d. Zipcode 49841 e. None of the above,"a,b,c,d",e
Query: Select all options that are northwest of Zipcode 07704? You may choose one or more options. Options: a. Zipcode 07701 b. Zipcode 07760 c. Zipcode 07750 d. Zipcode 07739 e. None of the above,c,e
Query: Select all options that are adjacent to and east of Zipcode 35546? You may choose one or more options. Options: a. Zipcode 35542 b. Zipcode 35587 c. Zipcode 35406 d. Zipcode 35579 e. None of the above,e,e
Query: Select all options that are adjacent to and northwest of Jefferson County Iowa? You may choose one or more options. Options: a. Henry County Iowa b. Zipcode 52580 c. Zipcode 52576 d. Washington County Iowa e. None of the above,e,e
Query: Select all options that are inside of Wood County Wisconsin? You may choose one or more options. Options: a. Zipcode 54440 b. Marathon County Wisconsin c. Zipcode 54410 d. The State of Wisconsin e. None of the above,d,"a,c,d"
Query: Select all options that are adjacent to and northeast of Zipcode 81324? You may choose one or more options. Options: a. Zipcode 81331 b. Zipcode 81335 c. Zipcode 81320 d. Zipcode 84511 e. None of the above,e,"a,b"
Query: Select all options that are adjacent to and north of Faulk County South Dakota? You may choose one or more options. Options: a. Brown County South Dakota b. H c. Zipcode 57442 d. Zipcode 57466 e. None of the above,b,"a,e"
Query: Select all options that are adjacent to and northeast of Etowah County Alabama? You may choose one or more options. Options: a. Cherokee County Alabama b. Zipcode 35987 c. Saint Clair County Alabama d. Zipcode 35049 e. None of the above,"b,c","a,c,e"
Query: Select all options that are adjacent to and southwest of Zipcode 86033? You may choose one or more options. Options: a. Zipcode 86054 b. Zipcode 86535 c. Zipcode 86520 d. Zipcode 86044 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Zipcode 61373? You may choose one or more options. Options: a. Zipcode 61372 b. Zipcode 61301 c. Zipcode 61342 d. Zipcode 61350 e. None of the above,d,"a,e"
Query: Select all options that are north of Pope County Illinois? You may choose one or more options. Options: a. Zipcode 62960 b. Zipcode 42003 c. Zipcode 42001 d. Massac County Illinois e. None of the above,"b,c",e
Query: Select all options that are northeast of Ramsey County Minnesota? You may choose one or more options. Options: a. Zipcode 55439 b. Zipcode 55420 c. Zipcode 55347 d. Zipcode 55425 e. None of the above,"a,b,c,d",e
Query: Select all options that are adjacent to and northeast of Zipcode 72853? You may choose one or more options. Options: a. Zipcode 72834 b. Zipcode 72824 c. Zipcode 72860 d. Zipcode 72833 e. None of the above,e,"c,e"
Query: Select all options that are northwest of Sabana Grande Municipio Puerto Rico? You may choose one or more options. Options: a. Zipcode 00682 b. Guayanilla Municipio Puerto Rico c. Zipcode 00606 d. Zipcode 00660 e. None of the above,b,e
Query: Select all options that are southeast of Zipcode 19038? You may choose one or more options. Options: a. Zipcode 19034 b. Zipcode 19002 c. Zipcode 19001 d. Zipcode 19422 e. None of the above,"a,b,d",e
Query: Select all options that are inside of Meigs County Ohio? You may choose one or more options. Options: a. Zipcode 45614 b. Zipcode 45631 c. Zipcode 45723 d. Zipcode 25252 e. None of the above,e,"a,b,e"
Query: Select all options that are west of Zipcode 52162? You may choose one or more options. Options: a. Zipcode 52172 b. Zipcode 52133 c. Zipcode 52161 d. Zipcode 52141 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and northeast of Darke County Ohio? You may choose one or more options. Options: a. Zipcode 45339 b. Zipcode 47382 c. Preble County Ohio d. Zipcode 47358 e. None of the above,e,e
Query: Select all options that are adjacent to and southeast of Zipcode 95490? You may choose one or more options. Options: a. Zipcode 95428 b. Zipcode 95469 c. Zipcode 95454 d. Zipcode 95482 e. None of the above,c,e
Query: Select all options that are adjacent to and south of Bayamón Municipio Puerto Rico? You may choose one or more options. Options: a. Zipcode 00952 b. Cataño Municipio Puerto Rico c. Ciales Municipio Puerto Rico d. Orocovis Municipio Puerto Rico e. None of the above,"a,b","b,e"
